Title,Journal,Citation,Abstract,URL,Y/N/M,Why?,rand/fixed,type of phys,lit review
Distributed processing of pain and vibration by the human brain,J Neurosci,"Coghill, R C,Talbot, J D,Evans, A C,Meyer, E,Gjedde, A,Bushnell, M C,Duncan, G H,eng,Comparative Study,Research Support, Non-U.S. Gov't,J Neurosci. 1994 Jul;14(7):4095-108.","Pain is a diverse sensory and emotional experience that likely involves activation of numerous regions of the brain. Yet, many of these areas are also implicated in the processing of nonpainful somatosensory information. In order to better characterize the processing of pain within the human brain, activation produced by noxious stimuli was compared with that produced by robust innocuous stimuli. Painful heat (47-48 degrees C), nonpainful vibratory (110 Hz), and neutral control (34 degrees C) stimuli were applied to the left forearm of right-handed male subjects. Activation of regions within the diencephalon and telencephalon was evaluated by measuring regional cerebral blood flow using positron emission tomography (15O-water-bolus method). Painful stimulation produced contralateral activation in primary and secondary somatosensory cortices (SI and SII), anterior cingulate cortex, anterior insula, the supplemental motor area of the frontal cortex, and thalamus. Vibrotactile stimulation produced activation in contralateral SI, and bilaterally in SII and posterior insular cortices. A direct comparison of pain and vibrotactile stimulation revealed that both stimuli produced activation in similar regions of SI and SII, regions long thought to be involved in basic somatosensory processing. In contrast, painful stimuli were significantly more effective in activating the anterior insula, a region heavily linked with both somatosensory and limbic systems. Such connections may provide one route through which nociceptive input may be integrated with memory in order to allow a full appreciation of the meaning and dangers of painful stimuli. These data reveal that pain-related activation, although predominantly contralateral in distribution, is more widely dispersed across both cortical and thalamic regions than that produced during innocuous vibrotactile stimulation. This distributed cerebral activation reflects the complex nature of pain, involving discriminative, affective, autonomic, and motoric components. Furthermore, the high degree of interconnectivity among activated regions may account for the difficulty of eliminating pathological pain with discrete CNS lesions.",https://www.ncbi.nlm.nih.gov/pubmed/8027764,N,no phys of interest,,,
Patterns of cerebral glucose metabolism detected with positron emission tomography differ in multiple system atrophy and olivopontocerebellar atrophy,Ann Neurol,"Gilman, S,Koeppe, R A,Junck, L,Kluin, K J,Lohman, M,St Laurent, R T,eng,AG08671/AG/NIA NIH HHS/,NS15655/NS/NINDS NIH HHS/,Research Support, U.S. Gov't, P.H.S.,Ann Neurol. 1994 Aug;36(2):166-75. doi: 10.1002/ana.410360208.","We used positron emission tomography with [18F]fluorodeoxyglucose to study local cerebral metabolic rates for glucose (ICMRglc) in patients with multiple system atrophy (MSA), sporadic olivopontocerebellar atrophy (sOPCA), and dominantly inherited olivopontocerebellar atrophy (dOPCA) in comparison with normal control subjects. IN MSA, absolute lCMRglc was significantly decreased in the brainstem, cerebellum, putamen, thalamus, and cerebral cortex. In sOPCA, absolute lCMRglc was significantly decreased in the brainstem, cerebellum, putamen, thalamus, and cerebral cortex. In dOPCA, absolute lCMRglc was significantly decreased in the brainstem and cerebellum but not in the other structures. Examination of lCMRglc normalized to the cerebral cortex in comparison with normal controls revealed in MSA significant decreases in the brainstem, cerebellum, and putamen but, in both sOPCA and dOPCA, significant decreases only in the brainstem and cerebellum. The findings indicate that these three disorders all show a marked decrease of lCMRglc in the brainstem and cerebellum but differ in the degree of hypometabolism in forebrain and cerebral cortical structures. The results are consistent with the possibility that, in many cases, sOPCA will evolve into MSA. Moreover, positron emission tomography may provide helpful diagnostic information in these neurodegenerative diseases.",https://www.ncbi.nlm.nih.gov/pubmed/8053652,N,no HC,,,
Evidence for limbic system activation during CO2-stimulated breathing in man,J Physiol,"Corfield, D R,Fink, G R,Ramsay, S C,Murphy, K,Harty, H R,Watson, J D,Adams, L,Frackowiak, R S,Guz, A,eng,Wellcome Trust/United Kingdom,Research Support, Non-U.S. Gov't,England,J Physiol. 1995 Oct 1;488 ( Pt 1):77-84. doi: 10.1113/jphysiol.1995.sp020947.","1. The role of supra-brainstem structures in the ventilatory response to inhaled CO2 is unknown. The present study uses positron emission tomography (PET), with infusion of H2(15)O, to measure changes in relative regional cerebral blood flow (rCBF) in order to identify sites of increased neuronal activation during CO2-stimulated breathing (CO2-SB) in awake man. 2. Five male volunteers were scanned during CO2-SB (mean +/- S.E.M.; end-tidal PCO2, 50.3 +/- 1.7 mmHg; respiratory frequency, 16.4 +/- 2.7 min-1; tidal volume, 1.8 +/- 0.2 l). As control, scans were performed during 'passive' isocapnic (elevated fraction of inspired CO2) positive pressure ventilation (end-tidal PCO2, 38.4 +/- 1.0 mmHg; respiratory frequency, 15.5 +/- 2.2 min-1; tidal volume, 1.6 +/- 0.2 l). With CO2-SB, all subjects reported dyspnoea. 3. The anatomical locations of the increases in relative rCBF (CO2-SB versus control) were obtained using magnetic resonance imaging. 4. Group analysis identified neuronal activation within the upper brainstem, midbrain and hypothalamus, thalamus, hippocampus and parahippocampus, fusiform gyrus, cingulate area, insula, frontal cortex, temporo-occipital cortex and parietal cortex. No neuronal activation was seen within the primary motor cortex (at sites previously shown to be associated with volitional breathing). 5. These results suggest neuronal activation within the limbic system; this activation may be important in the sensory and/or motor respiratory responses to hypercapnia in awake man.",https://www.ncbi.nlm.nih.gov/pubmed/8568667,N,no corr,,,
Affective and attentive neural networks in humans: a PET study of Pavlovian conditioning,Neuroreport,"Fredrikson, M,Wik, G,Fischer, H,Andersson, J,eng,Research Support, Non-U.S. Gov't,England,Neuroreport. 1995 Dec 29;7(1):97-101. doi: 10.1097/00001756-199512000-00023.","Using positron emission tomography (PET) and [15O]butanol we studied regional cerebral blood flow (rCBF) to a visual snake stimulus before and after classical conditioning with an unconditioned electric shock delivered to the right hand. Measures of heart rate, electrodermal activity, state anxiety and subjective distress confirmed classical conditioning of physiological and subjective responses. Subcortically, conditioning increased rCBF bilaterally in the ventromedial thalamus, the posterior hypothalamus and the central grey of the midbrain. Cortically, rCBF increased in the left anterior and posterior cingulate gyrus, the left primary somatosensory cortex, the left premotor cortex and bilaterally in parietal areas. Thus, the functional organization of classical conditioning in humans involves autonomic, affective and attentive brain mechanisms.",https://www.ncbi.nlm.nih.gov/pubmed/8742426,M,prev analysis,,,
Functional neuroanatomy of visually elicited simple phobic fear: additional data and theoretical analysis,Psychophysiology,"Fredrikson, M,Wik, G,Annas, P,Ericson, K,Stone-Elander, S,eng,Clinical Trial,Randomized Controlled Trial,Research Support, Non-U.S. Gov't,Psychophysiology. 1995 Jan;32(1):43-8. doi: 10.1111/j.1469-8986.1995.tb03404.x.","We investigated central nervous system correlates of simple phobic fear. Regional cerebral blood flow (rCBF) was measured using positron emission tomography (PET) in eight volunteers with symptomatic spider phobia that were exposed to visual phobogenic and neutral stimuli. Diazepam (0.1 mg/kg body weight i.v.) or placebo was administered under double-blind conditions after initial PET scans. The PET scans were then repeated. The presence of fear was confirmed by rating procedures and increased number of nonspecific electrodermal fluctuations and by higher heart rate during phobic than during neutral stimulation. Phobic as compared to neutral stimulation elevated the regional to whole brain (relative) CBF in the secondary visual cortex but reduced relative rCBF in the hippocampus, prefrontal, orbitofrontal, temporopolar, and posterior cingulate cortex. Diazepam treatment did not affect the relative rCBF or the subjective or physiological fear indices. The observed rCBF pattern replicates our previous findings in snake phobics (M. Fredrikson et al. [1993] Psychophysiology, 30, 127-131; G. Wik et al. [1993] Psychiatry Research (Neuroimaging), 50, 15-24) and indicates that fear and anxiety affect cortical areas outside the classic limbic system areas.",https://www.ncbi.nlm.nih.gov/pubmed/7878168,N,no corr,,,
Mood effects on limbic blood flow correlate with emotional self-rating: a PET study with oxygen-15 labeled water,Psychiatry Res,"Schneider, F,Gur, R E,Mozley, L H,Smith, R J,Mozley, P D,Censits, D M,Alavi, A,Gur, R C,eng,5-M01RR0040/RR/NCRR NIH HHS/,MH-43880/MH/NIMH NIH HHS/,MH-48539/MH/NIMH NIH HHS/,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,Research Support, U.S. Gov't, P.H.S.,Ireland,Psychiatry Res. 1995 Nov 10;61(4):265-83. doi: 10.1016/0925-4927(95)02678-q.","Positron emission tomography was used to study the effects of experimentally controlled mood states on cerebral blood flow (CBF), measured with the quantitative equilibrium infusion method and 15O-labeled water. Twenty-seven brain regions in each hemisphere were assessed in 16 normal subjects. CBF and heart rate were measured during happy and sad mood induction, and during two nonemotional control conditions: sex differentiation and resting baseline. Valence-specific effects of mood on CBF were obtained for subcortical, but not for frontal-temporal or control regions. CBF increased in left amygdala and decreased in right amygdala during sad mood relative to the averaged control conditions. These changes correlated with shifts toward negative affect. Correlations were opposite for subcortical (negative affect associated with lower left hemispheric CBF) compared with frontal-temporal cortical regions. Results support limbic involvement in regulating emotional states and suggest some reciprocity between subcortical and frontal-temporal regulation of emotional experience.",https://www.ncbi.nlm.nih.gov/pubmed/8748470,N,no sig corr with Hr,,,
Human cerebral activity with increasing inspiratory force: a study using positron emission tomography,J Appl Physiol (1985),"Fink, G R,Corfield, D R,Murphy, K,Kobayashi, I,Dettmers, C,Adams, L,Frackowiak, R S,Guz, A,eng,Wellcome Trust/United Kingdom,Research Support, Non-U.S. Gov't,J Appl Physiol (1985). 1996 Sep;81(3):1295-305. doi: 10.1152/jappl.1996.81.3.1295.","Human cerebral activity with increasing inspiratory force: a study using positron emission tomography. J. Appl. Physiol. 81(3): 1295-1305, 1996.--The major aim of this study was to use positron emission tomography (PET) to assess dose-dependent effects of inspiratory loads on relative regional cerebral blood flow as an indication of neuronal activation and recruitment. Six normal men underwent H2 15O-PET scanning during unloaded breathing and with external inspiratory loads (generating mouth pressures of -5, -10, and -15 cmH2O); positive-pressure ventilation against relaxed respiratory muscles acted as control. During unloaded breathing, the supplementary motor area was significantly activated. With the addition of the smallest load, activations also occurred in the right premotor area and bilaterally in the superolateral motor cortex (MI) in areas previously shown to be activated with deeper breathing. There was little further change in these areas with greater loads. Additional force-related activations occurred in the inferolateral sensorimotor cortex, parietal cortex, and midbrain/hypothalamus. The results suggest that volitionally induced increases in inspiratory muscle force are achieved via a complex integration of neuronal activations in cortical and subcortical regions associated with motor control.",https://www.ncbi.nlm.nih.gov/pubmed/8889766,N,no corr,,,
Traumatic nociceptive pain activates the hypothalamus and the periaqueductal gray: a positron emission tomography study,Pain,"Hsieh, J C,Stahle-Backdahl, M,Hagermark, O,Stone-Elander, S,Rosenquist, G,Ingvar, M,eng,Clinical Trial,Research Support, Non-U.S. Gov't,Pain. 1996 Feb;64(2):303-14. doi: 10.1016/0304-3959(95)00129-8.","The study was conducted to investigate which areas of the brain respond to a painful encounter of minor dermal injury (a model of clinical pain) elicited by intracutaneous injection of a minute amount of ethanol. Four healthy volunteers (27-46 years) were subjected to positron emission tomographic (PET) investigation of regional cerebral blood flow (rCBF), using [15O]butanol as tracer. The ethanol (20 microliters, 70%) and saline (20 microliters, 0.9%) were injected intracutaneously 3 times in a single-blinded, semi-randomised manner for the pain experiment. All the injections were performed, adjacent to each other, at the lateral aspect of the right upper arm. Subjective sensory intensity of pain, unpleasantness and anxiety were rated with separate 100-mm visual analogue scales together with the Spielberger's State Anxiety Inventory (Spielberger et al. 1970) and heart rate. Paired-subtraction (pixel-by-pixel) between ethanol and saline was performed. Traumatic pain significantly caused higher ratings of intensity and affect scales, i.e., pain intensity, unpleasantness and increased sympathetic activity (evidenced by tachycardia). In contrast the anxiety rating remained unchanged. Acute traumatic nociceptive pain prominently activated the hypothalamus and periaqueductal gray (PAG). In addition, activations of the prefrontal cortex (PFC), insular, anterior cingulate cortex (ACC), posterior parietal cortex (PPC), primary motor/somatosensory areas (MI/SI: face, upper arm), supplementary motor area (SMA), and cerebellum were also demonstrated. The central processing of the pain-relevant/anticipatory arousal also engaged the PAG. This study demonstrates the involvement of the human cerebral cortex in perception, arousal, cognitive evaluative processes, and, hence, affective reactions (somatic/ autonomic outflow) associated with pain. The pain stimulus of traumatic character may, by its very nature, evoke the central processing to involve both the hypothalamus and the PAG.",https://www.ncbi.nlm.nih.gov/pubmed/8740608,N,no corr,,,
[The mechanism of controlling regional cerebral blood flow in patients with localization-related epilepsy],Seishin Shinkeigaku Zasshi,"Katayama, S,Momose, T,Sano, I,Nakashima, Y,Nakajima, T,Niwa, S,Matsushita, M,jpn,English Abstract,Japan,Seishin Shinkeigaku Zasshi. 1996;98(2):89-114.","INTRODUCTION: Hypoperfusion around the seizure foci has been reported in interictal CBF studies of partial epilepsy. Hypoperfusion may reflect some interictal pathophysiology characteristic of epilepsy, but the mechanism remains to be elucidated. In order to elucidate the controlling system of rCBF in patients with CPS (complex partial seizure), we measured by positron emission tomography rCBF and CO2 vasoreactivity performing a hyperventilatory task, and made comparisons between the affected and contralateral sides of the temporal lobes in CPS patients and the temporal lobe of normal volunteers. We also measured PaCO2, pH, PaO2 and respiratory rate at rest to elucidate the CBF maintaining system. SUBJECTS: 15 volunteers and 12 medically controlled patients with CPS were examined. The affected side of the brain of the patients was determined by dominance of EEG paroxysm. METHOD: For measuring rCBF, the Shimadzu HEADTOME-IV system (8mm FWHM) and H2(15)O (740-1480 [MBq]/scan) bolus injection method were employed. First a rest scan, then a hyperventilatory task scan was performed, at 20 min. intervals between each scan. During the rest scans, the subjects were required to close their eyes, which were covered through the transmission scan and all the other scans. They were monitered with EEG to insure that they were not asleep. Room lights were dimmed, room sounds were kept to a minimum and noises were damped with earplugs. During the hyperventilatory tasks, the subjects were asked to inspire deeply at a rate of 15/min. for 4.5 min. from 3 min. before the scan up to the end of the 1.5 min. scan, and monitored with a respiratory band around the abdomen. Arterial blood gas pressures (PaCO2, pH and PaO2) were also measured with a blood gas analyzer (Radio Meter ABL 330) at the beginning and at the end of the scans. [HCO3-] was calculated on the formula of Henderson-Hasselbalch. Vascular response to PaCO2 change: VrCO2 was defined as follows: VrCO2 = 100 x (CBFh-CBFr)/CBFr/(PaCO2h-PaCO2r) the subscripts h: hyperventilatory r: resting conditions. RESULTS: Blood gasses, rCBF and corrected-rCBF at rest: In the patients, PaCO2 (mmHg) = 46.11 +/- 2.32, pH = 7.374 +/- 0.020, [HCO3-] (mEq/ml) = 25.98 +/- 1.15, CBF (ml/100g/min) = 45.51 +/- 9.33, corrected-CBF (ml/100g/min) = 40.06 +/- 7.27. In the volunteers, PaCO2 = 40. 67 +/- 2.37, pH = 7.400 +/- 0.021, [HCO3-] = 24.36 +/- 1.66, CBF = 48.76 +/- 8.54, corrected-CBF = 48.02 +/- 9.04. PaCO2 and [HCO3-] in the patients were significantly higher than those in the volunteers. pH and corrected-CBF were significantly lower than those in the volunteers. CBF showed no difference. VrCO2 in the temporal lobe: In the affected side of the patients, VrCO2 = 1.976 +/- 0.54. In the contralateral side of the patients, VrCO2 = 2.145 +/- 0.667. In the temporal lobe of the volunteers, VrCO2 = 2.557 +/- 0.898. In both sides of the temporal lobe of the patients, VrCO2 was significantly lower than those in the volunteers. COMMENTS: The effect of anticonvulsant drugs and the suppressive mechanism around the foci are supposed to reduce CBF of CPS patients. We suppose another mechanism, which is vasoconstriction. A significant difference was noted in CO2-vasoreactivity in the temporal lobe between patients and volunteers. Also no difference was noted in rCBF in the temporal lobe between the volunteers and the patients, when the arteries were maximally constricted with the HIV-task. These two results suggest that vasoconstrictive mechanism may be among the factors for the hypoperfusion seen in the temporal lobe of the patients. In patients, PaCO2, [H+], [HCO3-] were significantly higher compared with the volunteers, which suggests the mechanism of respiratory acidosis. Owing to this hypercapnia, global CBF in the patients is maintained in compensation for the hyperfusion and vasoconstriction seen around the foci. CO2 acts as an anticonvulsant and also reduces glucose metabolites which accumulate around the foci.",https://www.ncbi.nlm.nih.gov/pubmed/8935829,N,no corr,,,
Neural effects of visualizing and perceiving aversive stimuli: a PET investigation,Neuroreport,"Kosslyn, S M,Shin, L M,Thompson, W L,McNally, R J,Rauch, S L,Pitman, R K,Alpert, N M,eng,Research Support, U.S. Gov't, Non-P.H.S.,England,Neuroreport. 1996 Jul 8;7(10):1569-76. doi: 10.1097/00001756-199607080-00007.","Cerebral blood flow was recorded (using positron emission tomography) while middle-aged subjects viewed or visualized pictures of neutral or aversive stimuli, and then determined whether auditorily presented statements correctly described the stimuli. Visualizing aversive stimuli enhanced cerebral blood flow, relative to visualizing neutral stimuli, in areas 17 (right) and 18 (bilateral), as well as the anterior insula (bilateral) and middle frontal cortex (left). Areas 17 and 18 have been identified as supporting the representations that underlie the experience of imagery, and the anterior insula is a major cortical recipient of input from the autonomic nervous system. Perceiving aversive stimuli enhanced cerebral blood flow, relative to neutral stimuli, in area 46, the angular gyrus and area 19, area 47, and the middle temporal gyrus (all in the left hemisphere). All of these areas have previously been implicated in visual object identification. It is striking that negative emotion did not modulate activation in any areas in the same way during imagery and perception.",https://www.ncbi.nlm.nih.gov/pubmed/8904757,N,no corr,,,
"Detection of dopaminergic neurotransmitter activity using pharmacologic MRI: correlation with PET, microdialysis, and behavioral data",Magn Reson Med,"Chen, Y C,Galpern, W R,Brownell, A L,Matthews, R T,Bogdanov, M,Isacson, O,Keltner, J R,Beal, M F,Rosen, B R,Jenkins, B G,eng,Comparative Study,Magn Reson Med. 1997 Sep;38(3):389-98. doi: 10.1002/mrm.1910380306.","The metabolic activation resulting from direct dopaminergic stimulation can be detected using auto-radiography, positron emission tomography (PET) or, potentially, fMRI techniques. To establish the validity of the latter possibility, we have performed a number of experiments. We measured the regional selectivity of two different dopaminergic ligands: the dopamine release compound D-amphetamine and the dopamine transporter antagonist 2 beta-carbomethoxy-3 beta-(4-fluoropheny) tropane (CFT). Both compounds led to increased signal intensity in gradient echo images in regions of the brain with high dopamine receptor density (frontal cortex, striatum, cingulate cortex > > parietal cortex). Lesioning the animals with unilaterally administered 6-hydroxydopamine (6-OHDA) led to ablation of the phMRI response on the ipsilateral side; control measurements of rCBV and rCBF using bolus injections of Gd-DTPA showed that the baseline rCBV and rCBF values were intact on the lesioned side. The time course of the BOLD signal changes paralleled the changes observed by microdialysis measurements of dopamine release in the striatum for both amphetamine and CFT; peaking at 20-40 min after injection and returning to baseline at about 70-90 min. Signal changes were not correlated with either heart rate, blood pressure or pCO2. Measurement of PET binding in the same animals showed an excellent correlation with the phMRI data when compared by either measurements of the number of pixels activated or percent signal change in a given region. The time course for the behavioral measurements of rotation in the 6-OHDA lesioned animals correlated with the phMRI. These experiments demonstrate that phMRI will become a valuable, noninvasive tool for investigation of neurotransmitter activity in vivo.",https://www.ncbi.nlm.nih.gov/pubmed/9339439,N,methods study,,,
Intravenous dextroamphetamine and brain glucose metabolism,Neuropsychopharmacology,"Ernst, M,Zametkin, A J,Matochik, J,Schmidt, M,Jons, P H,Liebenauer, L L,Hardy, K K,Cohen, R M,eng,Clinical Trial,England,Neuropsychopharmacology. 1997 Dec;17(6):391-401. doi: 10.1016/S0893-133X(97)00088-2.","This study reports the effects of intravenous dextroamphetamine on cerebral glucose metabolism assayed by positron emission tomography (PET) and [fluorine-18]fluorodeoxyglucose (FDG) in 13 healthy adults during the performance of a continuous visual attention task. Two FDG PET scans were performed within a single experimental session. The first scan was preceded by the injection of placebo and the second scan by the injection of 0.15 mg/kg dextroamphetamine. Global and normalized regional glucose metabolic rates (rCMRglc) were examined as a function of pharmacological challenge and subjective experience. Subcortical, limbic, frontal, and cerebellar rCMRglc significantly increased after dextroamphetamine, whereas rCMRglc of the temporal cortex significantly decreased. Physiological and self-report measures of subjective states showed the expected alterations. These rCMRglc changes reflect both the direct pharmacological effect of dextroamphetamine on monoaminergic neurotransmitter systems as well as enhancement of the activation of the neural network mediating the performance of the continuous attention task.",https://www.ncbi.nlm.nih.gov/pubmed/9397427,N,no phys of interest,,,
The amygdala and individual differences in human fear conditioning,Neuroreport,"Furmark, T,Fischer, H,Wik, G,Larsson, M,Fredrikson, M,eng,Clinical Trial,Comparative Study,Research Support, Non-U.S. Gov't,England,Neuroreport. 1997 Dec 22;8(18):3957-60. doi: 10.1097/00001756-199712220-00021.","While animal research on fear conditioning suggests crucial involvement of the amygdala, this has not been corroborated in humans when using subtractive neuroimaging methodology. Correlation analyses might be more able to reveal relations between individual differences in conditionability and central neural activity. Hence, we performed a directed search for amygdalar participation in human fear conditioning by correlating central and autonomic nervous activity. [15O]Butanol positron emission tomography evaluated regional cerebral blood flow (rCBF) in six subjects before and after aversive conditioning to visual snake stimuli. Non-specific electrodermal fluctuations (EDA) were recorded simultaneously. A significant positive correlation was obtained between conditioned EDA and conditioned rCBF in the right amygdala (r = 0.75, p < 0.05), supporting involvement of the amygdala in human fear conditioning.",https://www.ncbi.nlm.nih.gov/pubmed/9462473,N,no coords,,,
"Noninsulin-dependent diabetes mellitus-related encephalopathy presenting with amnesia, personality change, and autonomic seizure",Intern Med,"Kashihara, K,Shohmori, T,Otsuki, S,eng,Case Reports,Japan,Intern Med. 1997 Sep;36(9):633-6. doi: 10.2169/internalmedicine.36.633.","We describe a patient with noninsulin-dependent diabetes mellitus presenting with an amnestic disorder, personality change, and autonomic seizure. Magnetic resonance images of the brain showed T2-high signal lesion in the hippocampi bilaterally and nonspecific white matter disease, while single photon emission computed tomography revealed a diffuse reduction of cerebral blood flow. Sensory and auditory evoked potentials revealed delayed impulse conduction velocities in the central nervous system. Degenerative changes caused by a microvascular angiopathy related to noninsulin-dependent diabetes mellitus may underlie the central nervous system manifestations in our patient.",https://www.ncbi.nlm.nih.gov/pubmed/9313107,N,case study,,,
L-arginine infusion increases basal but not activated cerebral blood flow in humans,J Cereb Blood Flow Metab,"Reutens, D C,McHugh, M D,Toussaint, P J,Evans, A C,Gjedde, A,Meyer, E,Stewart, D J,eng,Research Support, Non-U.S. Gov't,J Cereb Blood Flow Metab. 1997 Mar;17(3):309-15. doi: 10.1097/00004647-199703000-00008.","Nitric oxide is a potent vasodilator. Infusion of its precursor, L-arginine, results in increased cerebral blood flow (CBF) in experimental animals. We examined the effects of L-arginine infusion on CBF in humans using positron emission tomography and the quantitative H2(15)O method. Six subjects received 500 ml of 0.9% NaCl solution, and six subjects received an infusion of L-arginine (16.7 mg/kg/min; 500 mg/kg). Before and after the i.v. infusion, paired CBF measurements were performed at baseline and with vibrotactile stimulation of the right hand. In scans performed without vibrotactile stimulation, mean whole-brain CBF increased from 34.9 +/- 3.7 ml 100 g-1 min-1 to 38.2 +/- 4.4 ml 100 g-1 min-1. (9.5%; p < 0.005) after L-arginine infusion. The temporal pattern of CBF changes differed from that of plasma growth hormone and insulin levels and of arterial pH. In contrast, in the saline group, mean whole-brain CBF did not change significantly (35.8 +/- 5.9 ml 100 g-1 min-1 to 35.9 +/- 6.4 ml 100 g-1 min-1; 0.3%). Vibrotactile stimulation produced significant focal increases in CBF, which were unaffected by L-arginine infusion. L-arginine infusion was associated with an increase in plasma L-citrulline, a byproduct of nitric oxide synthesis.",https://www.ncbi.nlm.nih.gov/pubmed/9119904,N,no phys of interest,,,
